,test_vs_ref_x,test,ref_x,ContrastName_x,variable,ref_value,test_vs_ref_y,ref_y,ContrastName_y,test_value
1368,E-MEXP-926.23447.ch1-vs-E-MEXP-926.23441.ch1,test_E-MEXP-926_urine_biofilm_VR50,ref_E-MEXP-926_MOPS_glucose_VR50,E-MEXP-926.23447.ch1-vs-E-MEXP-926.23441.ch1,GROWTH.EXPONENTIAL,1,,,,
1423,E-MEXP-953.23994.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_K12_Biofilm_biofilm_F+Lampda+,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.23994.ch1-vs-E-MEXP-953.24019.ch1,GROWTH.EXPONENTIAL,1,,,,
1424,E-MEXP-953.24017.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_K12_Biofilm_biofilm_F+Lampda+,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24017.ch1-vs-E-MEXP-953.24019.ch1,GROWTH.EXPONENTIAL,1,,,,
1425,E-MEXP-953.24018.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_K12_Biofilm_biofilm_F+Lampda+,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24018.ch1-vs-E-MEXP-953.24019.ch1,GROWTH.EXPONENTIAL,1,,,,
1426,E-MEXP-953.23994.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_K12_Biofilm_biofilm_F+Lampda+,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.23994.ch1-vs-E-MEXP-953.24019.ch1,FLASK,1,,,,
1427,E-MEXP-953.24017.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_K12_Biofilm_biofilm_F+Lampda+,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24017.ch1-vs-E-MEXP-953.24019.ch1,FLASK,1,,,,
1428,E-MEXP-953.24018.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_K12_Biofilm_biofilm_F+Lampda+,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24018.ch1-vs-E-MEXP-953.24019.ch1,FLASK,1,,,,
1461,E-MEXP-953.24021.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T20_K12_Stationary_planktonic_F+Lampda+,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24021.ch1-vs-E-MEXP-953.24019.ch1,GROWTH.EXPONENTIAL,1,,,,
1462,E-MEXP-953.24022.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T20_K12_Stationary_planktonic_F+Lampda+,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24022.ch1-vs-E-MEXP-953.24019.ch1,GROWTH.EXPONENTIAL,1,,,,
1476,E-MEXP-953.24023.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_MG1655_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24023.ch1-vs-E-MEXP-953.24019.ch1,PLASMID.F_plasmid,1,,,,
1477,E-MEXP-953.24024.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_MG1655_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24024.ch1-vs-E-MEXP-953.24019.ch1,PLASMID.F_plasmid,1,,,,
1478,E-MEXP-953.24025.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_MG1655_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24025.ch1-vs-E-MEXP-953.24019.ch1,PLASMID.F_plasmid,1,,,,
1515,E-MEXP-953.24023.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_MG1655_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24023.ch1-vs-E-MEXP-953.24019.ch1,GROWTH.EXPONENTIAL,1,,,,
1516,E-MEXP-953.24024.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_MG1655_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24024.ch1-vs-E-MEXP-953.24019.ch1,GROWTH.EXPONENTIAL,1,,,,
1517,E-MEXP-953.24025.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_MG1655_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24025.ch1-vs-E-MEXP-953.24019.ch1,GROWTH.EXPONENTIAL,1,,,,
1518,E-MEXP-953.24023.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_MG1655_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24023.ch1-vs-E-MEXP-953.24019.ch1,FLASK,1,,,,
1519,E-MEXP-953.24024.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_MG1655_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24024.ch1-vs-E-MEXP-953.24019.ch1,FLASK,1,,,,
1520,E-MEXP-953.24025.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_MG1655_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24025.ch1-vs-E-MEXP-953.24019.ch1,FLASK,1,,,,
1530,E-MEXP-953.24026.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T10_MG1655_Exponiential_planktonic_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24026.ch1-vs-E-MEXP-953.24019.ch1,PLASMID.F_plasmid,1,,,,
1531,E-MEXP-953.24027.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T10_MG1655_Exponiential_planktonic_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24027.ch1-vs-E-MEXP-953.24019.ch1,PLASMID.F_plasmid,1,,,,
1532,E-MEXP-953.24028.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T10_MG1655_Exponiential_planktonic_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24028.ch1-vs-E-MEXP-953.24019.ch1,PLASMID.F_plasmid,1,,,,
1596,E-MEXP-953.24029.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T20_MG1655_Stationary_planktonic_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24029.ch1-vs-E-MEXP-953.24019.ch1,PLASMID.F_plasmid,1,,,,
1597,E-MEXP-953.24030.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T20_MG1655_Stationary_planktonic_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24030.ch1-vs-E-MEXP-953.24019.ch1,PLASMID.F_plasmid,1,,,,
1598,E-MEXP-953.24031.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T20_MG1655_Stationary_planktonic_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24031.ch1-vs-E-MEXP-953.24019.ch1,PLASMID.F_plasmid,1,,,,
1635,E-MEXP-953.24029.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T20_MG1655_Stationary_planktonic_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24029.ch1-vs-E-MEXP-953.24019.ch1,GROWTH.EXPONENTIAL,1,,,,
1636,E-MEXP-953.24030.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T20_MG1655_Stationary_planktonic_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24030.ch1-vs-E-MEXP-953.24019.ch1,GROWTH.EXPONENTIAL,1,,,,
1637,E-MEXP-953.24031.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T20_MG1655_Stationary_planktonic_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24031.ch1-vs-E-MEXP-953.24019.ch1,GROWTH.EXPONENTIAL,1,,,,
1656,E-MEXP-953.24032.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_MG1655+pBR322_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24032.ch1-vs-E-MEXP-953.24019.ch1,PLASMID.F_plasmid,1,,,,
1657,E-MEXP-953.24033.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_MG1655+pBR322_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24033.ch1-vs-E-MEXP-953.24019.ch1,PLASMID.F_plasmid,1,,,,
1658,E-MEXP-953.24034.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_MG1655+pBR322_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24034.ch1-vs-E-MEXP-953.24019.ch1,PLASMID.F_plasmid,1,,,,
1695,E-MEXP-953.24032.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_MG1655+pBR322_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24032.ch1-vs-E-MEXP-953.24019.ch1,GROWTH.EXPONENTIAL,1,,,,
1696,E-MEXP-953.24033.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_MG1655+pBR322_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24033.ch1-vs-E-MEXP-953.24019.ch1,GROWTH.EXPONENTIAL,1,,,,
1697,E-MEXP-953.24034.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_MG1655+pBR322_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24034.ch1-vs-E-MEXP-953.24019.ch1,GROWTH.EXPONENTIAL,1,,,,
1698,E-MEXP-953.24032.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_MG1655+pBR322_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24032.ch1-vs-E-MEXP-953.24019.ch1,FLASK,1,,,,
1699,E-MEXP-953.24033.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_MG1655+pBR322_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24033.ch1-vs-E-MEXP-953.24019.ch1,FLASK,1,,,,
1700,E-MEXP-953.24034.ch1-vs-E-MEXP-953.24019.ch1,test_E-MEXP-953_T48_MG1655+pBR322_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+,E-MEXP-953.24034.ch1-vs-E-MEXP-953.24019.ch1,FLASK,1,,,,
1717,E-MEXP-1001.25277.ch1-vs-E-MEXP-1001.25280.ch1,test_E-MEXP-1001_biofilm,ref_E-MEXP-1001_suspension_exp,E-MEXP-1001.25277.ch1-vs-E-MEXP-1001.25280.ch1,GROWTH.EXPONENTIAL,1,,,,
1718,E-MEXP-1001.25278.ch1-vs-E-MEXP-1001.25280.ch1,test_E-MEXP-1001_biofilm,ref_E-MEXP-1001_suspension_exp,E-MEXP-1001.25278.ch1-vs-E-MEXP-1001.25280.ch1,GROWTH.EXPONENTIAL,1,,,,
1719,E-MEXP-1001.25277.ch1-vs-E-MEXP-1001.25280.ch1,test_E-MEXP-1001_biofilm,ref_E-MEXP-1001_suspension_exp,E-MEXP-1001.25277.ch1-vs-E-MEXP-1001.25280.ch1,FLASK,1,,,,
1720,E-MEXP-1001.25278.ch1-vs-E-MEXP-1001.25280.ch1,test_E-MEXP-1001_biofilm,ref_E-MEXP-1001_suspension_exp,E-MEXP-1001.25278.ch1-vs-E-MEXP-1001.25280.ch1,FLASK,1,,,,
1759,E-MEXP-1001.25283.ch1-vs-E-MEXP-1001.25280.ch1,test_E-MEXP-1001_suspension_stat,ref_E-MEXP-1001_suspension_exp,E-MEXP-1001.25283.ch1-vs-E-MEXP-1001.25280.ch1,OD600,0.5,E-MEXP-1001.25283.ch1-vs-E-MEXP-1001.25280.ch1,ref_E-MEXP-1001_suspension_exp,E-MEXP-1001.25283.ch1-vs-E-MEXP-1001.25280.ch1,0.5+0.5
1760,E-MEXP-1001.25283.ch1-vs-E-MEXP-1001.25280.ch1,test_E-MEXP-1001_suspension_stat,ref_E-MEXP-1001_suspension_exp,E-MEXP-1001.25283.ch1-vs-E-MEXP-1001.25280.ch1,OD600,0.5,E-MEXP-1001.25284.ch1-vs-E-MEXP-1001.25280.ch1,ref_E-MEXP-1001_suspension_exp,E-MEXP-1001.25284.ch1-vs-E-MEXP-1001.25280.ch1,0.5+0.5
1761,E-MEXP-1001.25284.ch1-vs-E-MEXP-1001.25280.ch1,test_E-MEXP-1001_suspension_stat,ref_E-MEXP-1001_suspension_exp,E-MEXP-1001.25284.ch1-vs-E-MEXP-1001.25280.ch1,OD600,0.5,E-MEXP-1001.25283.ch1-vs-E-MEXP-1001.25280.ch1,ref_E-MEXP-1001_suspension_exp,E-MEXP-1001.25283.ch1-vs-E-MEXP-1001.25280.ch1,0.5+0.5
1762,E-MEXP-1001.25284.ch1-vs-E-MEXP-1001.25280.ch1,test_E-MEXP-1001_suspension_stat,ref_E-MEXP-1001_suspension_exp,E-MEXP-1001.25284.ch1-vs-E-MEXP-1001.25280.ch1,OD600,0.5,E-MEXP-1001.25284.ch1-vs-E-MEXP-1001.25280.ch1,ref_E-MEXP-1001_suspension_exp,E-MEXP-1001.25284.ch1-vs-E-MEXP-1001.25280.ch1,0.5+0.5
1767,E-MEXP-1001.25283.ch1-vs-E-MEXP-1001.25280.ch1,test_E-MEXP-1001_suspension_stat,ref_E-MEXP-1001_suspension_exp,E-MEXP-1001.25283.ch1-vs-E-MEXP-1001.25280.ch1,GROWTH.EXPONENTIAL,1,,,,
1768,E-MEXP-1001.25284.ch1-vs-E-MEXP-1001.25280.ch1,test_E-MEXP-1001_suspension_stat,ref_E-MEXP-1001_suspension_exp,E-MEXP-1001.25284.ch1-vs-E-MEXP-1001.25280.ch1,GROWTH.EXPONENTIAL,1,,,,
2597,E-MEXP-1177.29569.ch1-vs-E-MEXP-1177.29570.ch1,test_E-MEXP-1177_mucus,ref_E-MEXP-1177_glucose,E-MEXP-1177.29569.ch1-vs-E-MEXP-1177.29570.ch1,GLUCOSE,0.2%,,,,
2598,E-MEXP-1177.29572.ch1-vs-E-MEXP-1177.29570.ch1,test_E-MEXP-1177_mucus,ref_E-MEXP-1177_glucose,E-MEXP-1177.29572.ch1-vs-E-MEXP-1177.29570.ch1,GLUCOSE,0.2%,,,,
2716,E-MEXP-267.8547.ch1-vs-E-MEXP-267.8547.ch2,test_E-MEXP-267_wt,ref_E-MEXP-267_stat,E-MEXP-267.8547.ch1-vs-E-MEXP-267.8547.ch2,GROWTH.STATIONARY,1,E-MEXP-267.8572.ch1-vs-E-MEXP-267.8572.ch2,ref_E-MEXP-267_exp,E-MEXP-267.8572.ch1-vs-E-MEXP-267.8572.ch2,+1
2717,E-MEXP-267.8547.ch1-vs-E-MEXP-267.8547.ch2,test_E-MEXP-267_wt,ref_E-MEXP-267_stat,E-MEXP-267.8547.ch1-vs-E-MEXP-267.8547.ch2,GROWTH.STATIONARY,1,E-MEXP-267.8573.ch1-vs-E-MEXP-267.8573.ch2,ref_E-MEXP-267_exp,E-MEXP-267.8573.ch1-vs-E-MEXP-267.8573.ch2,+1
2755,E-MEXP-267.8567.ch1-vs-E-MEXP-267.8567.ch2,test_E-MEXP-267_datA,ref_E-MEXP-267_stat,E-MEXP-267.8567.ch1-vs-E-MEXP-267.8567.ch2,GROWTH.STATIONARY,1,E-MEXP-267.8574.ch1-vs-E-MEXP-267.8574.ch2,ref_E-MEXP-267_exp,E-MEXP-267.8574.ch1-vs-E-MEXP-267.8574.ch2,+1
2756,E-MEXP-267.8567.ch1-vs-E-MEXP-267.8567.ch2,test_E-MEXP-267_datA,ref_E-MEXP-267_stat,E-MEXP-267.8567.ch1-vs-E-MEXP-267.8567.ch2,GROWTH.STATIONARY,1,E-MEXP-267.8575.ch1-vs-E-MEXP-267.8575.ch2,ref_E-MEXP-267_exp,E-MEXP-267.8575.ch1-vs-E-MEXP-267.8575.ch2,+1
2794,E-MEXP-267.8568.ch1-vs-E-MEXP-267.8568.ch2,test_E-MEXP-267_hda,ref_E-MEXP-267_stat,E-MEXP-267.8568.ch1-vs-E-MEXP-267.8568.ch2,GROWTH.STATIONARY,1,E-MEXP-267.8576.ch1-vs-E-MEXP-267.8576.ch2,ref_E-MEXP-267_exp,E-MEXP-267.8576.ch1-vs-E-MEXP-267.8576.ch2,+1
2795,E-MEXP-267.8568.ch1-vs-E-MEXP-267.8568.ch2,test_E-MEXP-267_hda,ref_E-MEXP-267_stat,E-MEXP-267.8568.ch1-vs-E-MEXP-267.8568.ch2,GROWTH.STATIONARY,1,E-MEXP-267.8577.ch1-vs-E-MEXP-267.8577.ch2,ref_E-MEXP-267_exp,E-MEXP-267.8577.ch1-vs-E-MEXP-267.8577.ch2,+1
2832,E-MEXP-267.8569.ch1-vs-E-MEXP-267.8569.ch2,test_E-MEXP-267_seqA,ref_E-MEXP-267_exp,E-MEXP-267.8569.ch1-vs-E-MEXP-267.8569.ch2,GROWTH.EXPONENTIAL,1,,,,
2833,E-MEXP-267.8570.ch1-vs-E-MEXP-267.8570.ch2,test_E-MEXP-267_seqA,ref_E-MEXP-267_exp,E-MEXP-267.8570.ch1-vs-E-MEXP-267.8570.ch2,GROWTH.EXPONENTIAL,1,,,,
2834,E-MEXP-267.8571.ch1-vs-E-MEXP-267.8571.ch2,test_E-MEXP-267_seqA,ref_E-MEXP-267_exp,E-MEXP-267.8571.ch1-vs-E-MEXP-267.8571.ch2,GROWTH.EXPONENTIAL,1,,,,
2844,E-MEXP-267.8572.ch1-vs-E-MEXP-267.8572.ch2,test_E-MEXP-267_wt,ref_E-MEXP-267_exp,E-MEXP-267.8572.ch1-vs-E-MEXP-267.8572.ch2,GROWTH.EXPONENTIAL,1,E-MEXP-267.8547.ch1-vs-E-MEXP-267.8547.ch2,ref_E-MEXP-267_stat,E-MEXP-267.8547.ch1-vs-E-MEXP-267.8547.ch2,+1
2845,E-MEXP-267.8573.ch1-vs-E-MEXP-267.8573.ch2,test_E-MEXP-267_wt,ref_E-MEXP-267_exp,E-MEXP-267.8573.ch1-vs-E-MEXP-267.8573.ch2,GROWTH.EXPONENTIAL,1,E-MEXP-267.8547.ch1-vs-E-MEXP-267.8547.ch2,ref_E-MEXP-267_stat,E-MEXP-267.8547.ch1-vs-E-MEXP-267.8547.ch2,+1
2846,E-MEXP-267.8574.ch1-vs-E-MEXP-267.8574.ch2,test_E-MEXP-267_datA,ref_E-MEXP-267_exp,E-MEXP-267.8574.ch1-vs-E-MEXP-267.8574.ch2,GROWTH.EXPONENTIAL,1,,,,
2847,E-MEXP-267.8575.ch1-vs-E-MEXP-267.8575.ch2,test_E-MEXP-267_datA,ref_E-MEXP-267_exp,E-MEXP-267.8575.ch1-vs-E-MEXP-267.8575.ch2,GROWTH.EXPONENTIAL,1,,,,
2848,E-MEXP-267.8576.ch1-vs-E-MEXP-267.8576.ch2,test_E-MEXP-267_hda,ref_E-MEXP-267_exp,E-MEXP-267.8576.ch1-vs-E-MEXP-267.8576.ch2,GROWTH.EXPONENTIAL,1,,,,
2849,E-MEXP-267.8577.ch1-vs-E-MEXP-267.8577.ch2,test_E-MEXP-267_hda,ref_E-MEXP-267_exp,E-MEXP-267.8577.ch1-vs-E-MEXP-267.8577.ch2,GROWTH.EXPONENTIAL,1,,,,
2850,GSM515.ch2-vs-GSM515.ch1,test_GSE7_5min,ref_GSE7_0min,GSM515.ch2-vs-GSM515.ch1,TIME,0min,GSM515.ch2-vs-GSM515.ch1,ref_GSE7_0min,GSM515.ch2-vs-GSM515.ch1,0+5min
2855,GSM516.ch2-vs-GSM516.ch1,test_GSE7_15min,ref_GSE7_0min,GSM516.ch2-vs-GSM516.ch1,TIME,0min,GSM516.ch2-vs-GSM516.ch1,ref_GSE7_0min,GSM516.ch2-vs-GSM516.ch1,0+15min
2860,GSM517.ch2-vs-GSM517.ch1,test_GSE7_30min,ref_GSE7_0min,GSM517.ch2-vs-GSM517.ch1,TIME,0min,GSM517.ch2-vs-GSM517.ch1,ref_GSE7_0min,GSM517.ch2-vs-GSM517.ch1,0+30min
2865,GSM519.ch2-vs-GSM519.ch1,test_GSE7_60min,ref_GSE7_0min,GSM519.ch2-vs-GSM519.ch1,TIME,0min,GSM519.ch2-vs-GSM519.ch1,ref_GSE7_0min,GSM519.ch2-vs-GSM519.ch1,0+60min
2866,GSM519.ch2-vs-GSM519.ch1,test_GSE7_60min,ref_GSE7_0min,GSM519.ch2-vs-GSM519.ch1,TIME,0min,GSM555.ch2-vs-GSM555.ch1,ref_GSE7_0min,GSM555.ch2-vs-GSM555.ch1,0+60min
2867,GSM519.ch2-vs-GSM519.ch1,test_GSE7_60min,ref_GSE7_0min,GSM519.ch2-vs-GSM519.ch1,TIME,0min,GSM570.ch2-vs-GSM570.ch1,ref_GSE7_0min,GSM570.ch2-vs-GSM570.ch1,0+60min
2868,GSM555.ch2-vs-GSM555.ch1,test_GSE7_60min,ref_GSE7_0min,GSM555.ch2-vs-GSM555.ch1,TIME,0min,GSM519.ch2-vs-GSM519.ch1,ref_GSE7_0min,GSM519.ch2-vs-GSM519.ch1,0+60min
2869,GSM555.ch2-vs-GSM555.ch1,test_GSE7_60min,ref_GSE7_0min,GSM555.ch2-vs-GSM555.ch1,TIME,0min,GSM555.ch2-vs-GSM555.ch1,ref_GSE7_0min,GSM555.ch2-vs-GSM555.ch1,0+60min
2870,GSM555.ch2-vs-GSM555.ch1,test_GSE7_60min,ref_GSE7_0min,GSM555.ch2-vs-GSM555.ch1,TIME,0min,GSM570.ch2-vs-GSM570.ch1,ref_GSE7_0min,GSM570.ch2-vs-GSM570.ch1,0+60min
2871,GSM570.ch2-vs-GSM570.ch1,test_GSE7_60min,ref_GSE7_0min,GSM570.ch2-vs-GSM570.ch1,TIME,0min,GSM519.ch2-vs-GSM519.ch1,ref_GSE7_0min,GSM519.ch2-vs-GSM519.ch1,0+60min
2872,GSM570.ch2-vs-GSM570.ch1,test_GSE7_60min,ref_GSE7_0min,GSM570.ch2-vs-GSM570.ch1,TIME,0min,GSM555.ch2-vs-GSM555.ch1,ref_GSE7_0min,GSM555.ch2-vs-GSM555.ch1,0+60min
2873,GSM570.ch2-vs-GSM570.ch1,test_GSE7_60min,ref_GSE7_0min,GSM570.ch2-vs-GSM570.ch1,TIME,0min,GSM570.ch2-vs-GSM570.ch1,ref_GSE7_0min,GSM570.ch2-vs-GSM570.ch1,0+60min
2910,GSM531.ch2-vs-GSM531.ch1,test_GSE7_50ug/mltrp_5min,ref_GSE7_0min,GSM531.ch2-vs-GSM531.ch1,TIME,0min,GSM531.ch2-vs-GSM531.ch1,ref_GSE7_0min,GSM531.ch2-vs-GSM531.ch1,0+5min
2915,GSM532.ch2-vs-GSM532.ch1,test_GSE7_50ug/mltrp_15min,ref_GSE7_0min,GSM532.ch2-vs-GSM532.ch1,TIME,0min,GSM532.ch2-vs-GSM532.ch1,ref_GSE7_0min,GSM532.ch2-vs-GSM532.ch1,0+15min
2920,GSM533.ch2-vs-GSM533.ch1,test_GSE7_50ug/mltrp_30min,ref_GSE7_0min,GSM533.ch2-vs-GSM533.ch1,TIME,0min,GSM533.ch2-vs-GSM533.ch1,ref_GSE7_0min,GSM533.ch2-vs-GSM533.ch1,0+30min
2925,GSM534.ch2-vs-GSM534.ch1,test_GSE7_50ug/mltrp_60min,ref_GSE7_0min,GSM534.ch2-vs-GSM534.ch1,TIME,0min,GSM534.ch2-vs-GSM534.ch1,ref_GSE7_0min,GSM534.ch2-vs-GSM534.ch1,0+60min
2926,GSM534.ch2-vs-GSM534.ch1,test_GSE7_50ug/mltrp_60min,ref_GSE7_0min,GSM534.ch2-vs-GSM534.ch1,TIME,0min,GSM556.ch2-vs-GSM556.ch1,ref_GSE7_0min,GSM556.ch2-vs-GSM556.ch1,0+60min
2927,GSM534.ch2-vs-GSM534.ch1,test_GSE7_50ug/mltrp_60min,ref_GSE7_0min,GSM534.ch2-vs-GSM534.ch1,TIME,0min,GSM565.ch2-vs-GSM565.ch1,ref_GSE7_0min,GSM565.ch2-vs-GSM565.ch1,0+60min
2928,GSM556.ch2-vs-GSM556.ch1,test_GSE7_50ug/mltrp_60min,ref_GSE7_0min,GSM556.ch2-vs-GSM556.ch1,TIME,0min,GSM534.ch2-vs-GSM534.ch1,ref_GSE7_0min,GSM534.ch2-vs-GSM534.ch1,0+60min
2929,GSM556.ch2-vs-GSM556.ch1,test_GSE7_50ug/mltrp_60min,ref_GSE7_0min,GSM556.ch2-vs-GSM556.ch1,TIME,0min,GSM556.ch2-vs-GSM556.ch1,ref_GSE7_0min,GSM556.ch2-vs-GSM556.ch1,0+60min
2930,GSM556.ch2-vs-GSM556.ch1,test_GSE7_50ug/mltrp_60min,ref_GSE7_0min,GSM556.ch2-vs-GSM556.ch1,TIME,0min,GSM565.ch2-vs-GSM565.ch1,ref_GSE7_0min,GSM565.ch2-vs-GSM565.ch1,0+60min
2931,GSM565.ch2-vs-GSM565.ch1,test_GSE7_50ug/mltrp_60min,ref_GSE7_0min,GSM565.ch2-vs-GSM565.ch1,TIME,0min,GSM534.ch2-vs-GSM534.ch1,ref_GSE7_0min,GSM534.ch2-vs-GSM534.ch1,0+60min
